,Location,Minute Delay
11401,Longbranch Loop,12.0
11402,Queensway & Colborne Lodge,7.0
11403,Neville Loop,7.0
11404,CNE loop,5.0
11405,CNE loop,5.0
11406,CNE Loop,5.0
11407,CNE loop,5.0
11408,CNE Loop,5.0
11409,CNE loop,5.0
11410,Queen & Wineva,154.0
11411,CNE loop,5.0
11412,CNE Loop,5.0
11413,Broadview & Gerrard,9.0
11414,CNE loop,5.0
11415,CNE Loop,5.0
11416,Humber Loop,10.0
11417,CNE loop,5.0
11418,CNE loop,5.0
11419,CNE loop,5.0
11420,CNE loop,5.0
11421,CHURCH AND KING,422.0
11422,BROADVIEW AND GERRARD,30.0
11423,KING AND SPADINA,1294.0
11424,BROADVIEW STATION,1.0
11425,CONNAUGHT AND QUEEN,1.0
11426,RONCESSVALLES AND QUEEN,15.0
11427,King and Church,1.0
11428,Neville loop,10.0
11429,High Park Loop,8.0
11430,Main STN,8.0
11431,Queen/Sackville,25.0
11432,Spadina Station,5.0
11433,Bathurst STN,10.0
11434,CNE Loop,1.0
11435,Queen & Woodbine,10.0
11436,CNE Loop,8.0
11437,King and Spadina,16.0
11438,High Park,8.0
11439,Spadina and King,14.0
11440,Spadina STN,8.0
11441,Queen and Church,7.0
11442,Spadina and Queens Quay,8.0
11443,Spadina and King,8.0
11444,Queen and Sackville,8.0
11445,Dundas West Station,9.0
11446,Queen and university,8.0
11447,Broadview and Gerrard,37.0
11448,Main Station,8.0
11449,SPADINA AND QUEEN,15.0
11450,spadina and king,155.0
11451,King and Spadina,15.0
11452,Bathurst and King,10.0
11453,Queen and Spadina,5.0
11454,Bathurst and St Clair,5.0
11455,Bathurst and Fleet,4.0
11456,Queensway/Windermere,36.0
11457,Queen And Connaught,7.0
11458,King and Spadina,1.0
11459,St clair/Avenue Rd,4.0
11460,St clair/Christie,5.0
11461,High Park Loop,9.0
11462,Spadina and Queen,7.0
11463,Bathurst & St Clair,5.0
11464,King and Bathurst,12.0
11465,Broadview Sation,7.0
11466,Bathurst and Lennox,6.0
11467,College and Lansdown,9.0
11468,King and Spadina,7.0
11469,Charolette Loop,5.0
11470,Charolette Loop,5.0
11471,Roncesvalles and Dundas,10.0
11472,SPADINA AND QUEENSQUAY,5.0
11473,SPADINA STATIION,5.0
11474,SPADINA AND KING,5.0
11475,KING AND QUEEN ( DVP BRIDGE),111.0
11476,King and Queen (DVP Bridge),101.0
11477,Gerrard and Parliament,9.0
11478,Broadview and Gerrard,10.0
11479,Dundas West STN,10.0
11480,KING AND BAY,10.0
11481,DUNDAS WEST STATION,4.0
11482,Longbranch Loop,10.0
11483,Russell Yard,10.0
11484,Spadina at King,15.0
11485,Spadina and King,12.0
11486,Spadina and King,10.0
11487,Spadina/Lake Shore BLVD,4.0
11488,Dundas Parliament,6.0
11489,Spadina and Front St.,8.0
11490,Fleet Loop,10.0
11491,Queen and Neville Park Rd.,34.0
11492,Spadina and Dundas,15.0
11493,Humber Loop,10.0
11494,Queen and Greenwood,10.0
11495,Queen and Jarvis,10.0
11496,Neville Park,7.0
11497,Braodview Station,8.0
11498,Humber Loop,6.0
11499,Queem Broadview,7.0
11500,Dundas Parliament,5.0
11501,Neville park,7.0
11502,Queensquay and Spadina,7.0
11503,Queen Spadina,7.0
11504,Broadview and Gerrard,9.0
11505,Spadina Station,5.0
11506,Spadina and Queensquay,5.0
11507,Broadview and Dundas,17.0
11508,Main STN,9.0
11509,Broadview and Mountstephen,2.0
11510,Spadina and King,15.0
11511,Gerrard and Broadview,1.0
11512,Queen/River,23.0
11513,Queen and  Leslie,5.0
11514,Queen/Jones,8.0
11515,Gerrard and Broadview,1.0
11516,Gerrard and Broadview,1.0
11517,Spadina and Dundas,4.0
11518,Spadina and Queen,5.0
11519,Neville Loop,7.0
11520,College and University,13.0
11521,Dufferin Loop,7.0
11522,St Clair & Yonge,10.0
11523,Gerrard and Broadview`,23.0
11524,Gerrard and Broadview,23.0
11525,Dundas and Parliament,8.0
11526,Dundas and Mccaul,46.0
11527,Spadina and Queen,91.0
11528,Spadina and Quen,5.0
11529,College and Mccaule,67.0
11530,Queen and Neville,8.0
11531,Queen and Palmerston,34.0
11532,NEVILLE LOOP,17.0
11533,EXHIBITION LOOP,9.0
11534,Humber Loop,10.0
11535,Longbranch Loop,15.0
11536,Union station,15.0
11537,Leslie St at Queen St E,4.0
11538,Leslie St and Queen St E,11.0
11539,Broadview and Dundas,9.0
11540,Roncesvalles/Queen,8.0
11541,Dufferin/King,8.0
11542,Dundas and Parliament,1.0
11543,Spadina and College,83.0
11544,Dundas and Parliament,8.0
11545,Lower Spadina and QueensQuay,5.0
11546,Gerrard and Broadview,8.0
11547,Bay-York,9.0
11548,St clair/Weston Rd,16.0
11549,Queen/University,6.0
11550,Dundas and George,9.0
11551,Queen/Leslie,7.0
11552,Humber Loop,10.0
11553,Spadina Station,5.0
11554,College and Bay,33.0
11555,McCaul and Dundas,9.0
11556,College and Bay,7.0
11557,Kingston Rd and Waverly,192.0
11558,Main Station,8.0
11559,Queen & River,22.0
11560,Dundas and College,8.0
11561,College and Beverley,8.0
11562,Roncy and Queen,13.0
11563,Main Station,8.0
11564,HUMBER LOOP,4.0
11565,0,13.0
11566,College and Landsdowne`,7.0
11567,College and Spadina,7.0
11568,King and Spadina,17.0
11569,DOVERCOURT AND COLLEGE,9.0
11570,Queen/Coxwell,14.0
11571,Dundas and Parliament,9.0
11572,Gerrard and Broadview,1.0
11573,Broadview station,6.0
11574,QueensQuay and Lower Spadina,4.0
11575,QueensQuay and Lower Spadina,5.0
11576,QueensQuay and Lower Spadina,5.0
11577,QueensQuay and Lower Spadina,5.0
11578,Gerrard and Broadview,1.0
11579,QueensQuay and Lower Spadina,4.0
11580,QueensQuay and Lower Spadina,4.0
11581,QueensQuay and Lower Spadina,5.0
11582,QueensQuay and Lower Spadina,5.0
11583,QueensQuay and Lower Spadina,5.0
11584,Queen & Jarvis,26.0
11585,Queen & Yonge,117.0
11586,Queen & Woodfield,7.0
11587,Neville Loop,8.0
11588,Gerrard and Broadview,12.0
11589,Gerrard and Broadview,12.0
11590,QUEEN AND JARVIS,5.0
11591,Long Branch Loop,6.0
11592,LESLIE AND COMMISSIONERS,1.0
11593,Spadina and Queens Quay,5.0
11594,main street station,10.0
11595,Leslie St at Queen St E,8.0
11596,Leslie St at Queen St E,8.0
11597,High Park Loop,8.0
11598,Bathurst Sation,5.0
11599,Gerrard and Parliament,1.0
11600,King/Parliament,8.0
11601,Spadina Station,7.0
11602,Spadina and King,1.0
11603,SCW STN,14.0
11604,King/Jarvis,42.0
11605,Distillary Loop,24.0
11606,Dufferin and Liberty,8.0
11607,Spadina and Queens Quay,5.0
11608,Spadina and Queens Quay,5.0
11609,Spadina and Queens Quay,5.0
11610,Dundas and Broadview,8.0
11611,Queen & Jarvis,6.0
11612,Lakeshore & Royal York,10.0
11613,Spadina Station,9.0
11614,Spadina and King Street,226.0
11615,Queen/Connaught,7.0
11616,College Ossington,8.0
11617,Queen/Greenwood,9.0
11618,Gerrard and Parliament.,9.0
11619,St Clair West Stn,154.0
11620,Bathurst Station,4.0
11621,Bathurst Station,4.0
11622,Dundas West STN,8.0
11623,CNE Loop,8.0
11624,Queen & Kingston,8.0
11625,Kind and River,7.0
11626,Broadview and Queen,1.0
11627,Colborne Lodge/Queen,8.0
11628,McCaul/Queen Street,8.0
11629,HUMBER LOOP,10.0
11630,DISTILLERY LOOP,10.0
11631,Queen/Shaw,10.0
11632,Leslie and Queen,10.0
11633,Gunn's Loop,10.0
11634,Bathurst and King,26.0
11635,CNE loop,9.0
11636,Queen and Greenwood,10.0
11637,Neville Park Loop,9.0
11638,Queen and Wineva,7.0
11639,Bathurst and Dundas,9.0
11640,CNE Loop,16.0
11641,Roncesvalles garage,5.0
11642,Neville Park,6.0
11643,Dundas Broadview,1.0
11644,Queen & Ossington,25.0
11645,Dundas and Jarvis,8.0
11646,0,8.0
11647,Dundas and Victoria,32.0
11648,Dundas at Broadview,15.0
11649,Carlton and Parliament,9.0
11650,DISTILLERY LOOP,1.0
11651,Parliament south of Dundas,1.0
11652,LESLIE COMMISSIONERS,1.0
11653,Leslie St at Queen St E,5.0
11654,Leslie St at Queen St E,12.0
11655,Humber Loop,10.0
11656,Leslie St at Queen St E,3.0
11657,Spadina Station,9.0
11658,Leslie St at Queen St E,6.0
11659,Leslie St at Queen St E,4.0
11660,Leslie St at Queen St E,5.0
11661,Humber Loop,10.0
11662,Bay Dundas,8.0
11663,Dundas West Bay St,16.0
11664,College Spadina,1.0
11665,Gunn's Loop,7.0
11666,CNE Loop,5.0
11667,Leslie and Queen,7.0
11668,Queen and Pape,40.0
11669,DWS,9.0
11670,Landsdowne and St. Clair,18.0
11671,Broadview and Wolfrey,6.0
11672,Strachan and Queen,11.0
11673,Kipling Loop,10.0
11674,Queen and Leslie,1.0
11675,Broadview stn,9.0
11676,Dundas and Ontario,10.0
11677,SCW Stn,15.0
11678,Queen/Kingston rd,8.0
11679,Dundas and Broadview,1.0
11680,Spadina Station,5.0
11681,CNE Loop,4.0
11682,Neville Loop,6.0
11683,High Park,9.0
11684,EXHIBITION LOOP,9.0
11685,King and John,14.0
11686,Queen/Kingston Rd,9.0
11687,Bathurst Station,5.0
11688,Broadview and Gerrard,9.0
11689,King/Spadina,6.0
11690,CNE East Loop,5.0
11691,Leslie St at Queen St E,7.0
11692,Leslie St and Queen St E,7.0
11693,CNE East Loop,4.0
11694,St Clair/Avenue Rd,4.0
11695,Queen/Broadview,14.0
11696,St Clair West Stn,900.0
11697,Bathurst Station,4.0
11698,Bathurst Station,4.0
11699,Bathurst Station,4.0
11700,Bathurst and St Clair,4.0
11701,Bathurst and St Clair,4.0
11702,Bathurst and St Clsir,4.0
11703,Gerrard and Coxwell,1.0
11704,Leslie and Queen,1.0
11705,Broadview Station,8.0
11706,St Clair West Stn,4.0
11707,College and Beverley,14.0
11708,Roncesvalles and H.Park,37.0
11709,Dundas and Howard Park,26.0
11710,Bathurst and Queen,8.0
11711,Dundas West Station,10.0
11712,Broadview and Dundas,10.0
11713,King and Spadina,9.0
11714,Queen/Coxwell,226.0
11715,Queen and Coxwell,94.0
11716,Dundas and McCaul,75.0
11717,Bathurst Station,4.0
11718,Bathurst Station,4.0
11719,Bathurst Station,4.0
11720,Spadina and Queen,5.0
11721,Queen/McCaul,7.0
11722,Dundas and College,9.0
11723,Dundas West Station,8.0
11724,King and Niagra,8.0
11725,Roncy and Queen,8.0
11726,CNE,8.0
11727,Dundas W Station,8.0
11728,Howard Park and Parkside,27.0
11729,BATHURST STATION,5.0
11730,QUEEN AND SUMACH,10.0
11731,SPADINA STATION,15.0
11732,Queen/Church,80.0
11733,Broadview Station,1.0
11734,Exibition Loop to FortYork Blvd.,1.0
11735,Neville Loop,10.0
11736,High Park Loop,7.0
11737,Neville Loop,7.0
11738,Queen & Woodfield,17.0
11739,Gerrard and Woodbine,7.0
11740,Distilllary Loop,7.0
11741,Humber Loop,8.0
11742,College and University,12.0
11743,Long Branch Loop,32.0
11744,Queen & Empire,8.0
11745,QUEEN AND MUTUAL,9.0
11746,QUEEN AND COXWELL,13.0
11747,Bathurst Street and Robinson St.,4.0
11748,Fleet Street and Fort York Street,4.0
11749,Spadina and Dundas Street,4.0
11750,King/Peter,9.0
11751,Queen/Parliament,16.0
11752,Braodview Station,1.0
11753,Coxwell Gerrard,8.0
11754,Parliament Gerrard,8.0
11755,Main Station,8.0
11756,Spadina and Queensquay,5.0
11757,Dundas and Sherborne,224.0
11758,Neville Loop,7.0
11759,St Clair Stn,4.0
11760,College and Lansdown,9.0
11761,Queen & Wineva,7.0
11762,Charolette Loop,1.0
11763,Dufferin and King,10.0
11764,Spadina and Harbord,5.0
11765,Roncy & Queen,6.0
11766,Oakwood Loop,8.0
11767,Bathurst and Harbord,10.0
11768,Longbranch Loop,10.0
11769,DUNDAS WEST STATION,5.0
11770,Dundas Street West Beverley,38.0
11771,Dundas and Yonge,9.0
11772,Humber Loop,10.0
11773,Bloor and Roncesvalles,174.0
11774,Bloor and Dundas,6.0
11775,Bathurst Station,4.0
11776,Bathurst Station,4.0
11777,Bathurst Station,4.0
11778,College and Yonge,15.0
11779,Ellis Avenue and Queensway,7.0
11780,Russel Hill and St. Clair,4.0
11781,Spadina and Dan Lackie Way,5.0
11782,Sunnyside Loop,10.0
11783,Dundas West Station,10.0
11784,DUNDAS WEST STATION,15.0
11785,Queensquay W and Spadina Rd,15.0
11786,Bathurst and Fleet,9.0
11787,Dundas Church,38.0
11788,Dundas College,1.0
11789,Carlaw and Queen,7.0
11790,High park Loop,9.0
11791,Dundas and Sumach,9.0
11792,CNE Loop,7.0
11793,Greenwood and Queen,7.0
11794,CNE Loop,10.0
11795,Queen & University,10.0
11796,Broadview STN,9.0
11797,Queen and Parliament,4.0
11798,Main STN,119.0
11799,Main Station,1.0
11800,Neville Loop,14.0
11801,Neville Loop,14.0
11802,Broadview/Dundas,9.0
11803,Queen/Broadview,8.0
11804,Exibition Loop,5.0
11805,Exibition loop,5.0
11806,St Clair/Bathurst,7.0
11807,Distillery loop,8.0
11808,Dundas and Broadview,1.0
11809,Exibition Loop,4.0
11810,Carlton and Jarvis,8.0
11811,Dundas and McCaul,9.0
11812,King and Shaw,8.0
11813,Queen & Parliament,7.0
11814,Carlton and Yonge,0.0
11815,Dundas and Roncesvalles,7.0
11816,Dundas W. Station,10.0
11817,Bathurst Station,6.0
11818,Dundas and Landsdowne,5.0
11819,Spadina and College,6.0
11820,Spadina and Front,9.0
11821,Humber loop,7.0
11822,Humber Loop,7.0
11823,King/Peter,8.0
11824,Spadina and Queensquay,4.0
11825,Broadview and Gerrard,18.0
11826,Neville Loop,8.0
11827,Queen & Coxwell,7.0
11828,King and Spadina,11.0
11829,Queen & Gladstone,147.0
11830,High Park Loop,9.0
11831,Spadina and Spadina Circle,1.0
11832,Bathurst and King,5.0
11833,CNE Loop,5.0
11834,Queen and Ossington,15.0
11835,Queen and Ossington,14.0
11836,Queen and Neville Loop,10.0
11837,Lakeshore west and Mimico,15.0
11838,Broadview and Gerrard,20.0
11839,Dundas West Station,9.0
11840,ST Clair Stn,20.0
11841,Queen/Greenwood,7.0
11842,Broadview station,8.0
11843,Dundas and Broadview,1.0
11844,Spadina and Colllege Street,1.0
11845,St Clair/Oakwood,5.0
11846,Queen & Wineva,21.0
11847,CNE LOOP,4.0
11848,Queen & Coxwell.,8.0
11849,College and Dovercourt,68.0
11850,Bathurst Station,4.0
11851,Dundas and Chestnut,8.0
11852,Neville Loop,8.0
11853,Queen and Roncy,7.0
11854,Parliament and Shuter,108.0
11855,Spadina and Queen's Quay,9.0
11856,Dundas and Broadview,9.0
11857,Lakeshore West and Mimico,15.0
11858,Queen/Connaught,8.0
11859,Fleet Street and Strachan Avenue,4.0
11860,Fleet Street and Strachan Avenue,32.0
11861,Broadview Station,8.0
11862,Dundas and Lansdowne,9.0
11863,Spadina and Queensquay,1.0
11864,Queen/Jarvis,7.0
11865,Bathurst and Fleet Street,1.0
11866,Queen & Dovercourt,8.0
11867,Dundas and Parliament,8.0
11868,Humber Loop,8.0
11869,High Park,8.0
11870,Broadview Station,8.0
11871,Queen & Yonge,11.0
11872,CNE Loop,5.0
11873,Distillery Loop,10.0
11874,Dundas and Broadview,10.0
11875,Longbranch loop,10.0
11876,King and Dowling,40.0
11877,Queen/Roncesvalles,28.0
11878,Queen and Connaught,8.0
11879,King/Peter,8.0
11880,Queen/Simcoe,8.0
11881,St clair/Christie,5.0
11882,Neville Loop,8.0
11883,Humber Loop,1.0
11884,Humber Loop,8.0
11885,Braodview Station,8.0
11886,Dundas Broadview,8.0
11887,Roncesvalles Yard,8.0
11888,Woodbine and,9.0
11889,Spadina Station,7.0
11890,Queen and Ossington,7.0
11891,Neville Park,7.0
11892,CNE,9.0
11893,Dundas West STN,9.0
11894,Humber Loop,9.0
11895,Bathurst Station,7.0
11896,Broadview STNB,9.0
11897,Humber Loop,7.0
11898,St Clair and Lansdowne,8.0
11899,Dundas and Grace,21.0
11900,Exiting Humber Loop,13.0
11901,Kingston Rd,8.0
11902,Roncy and King,9.0
11903,Humber Loop,7.0
11904,College Spadina,1.0
11905,King and Yonge,8.0
11906,Bathurst Station,4.0
11907,Parklawn and Lakeshore,10.0
11908,Dundas and Lansdown,9.0
11909,CNE Loop,4.0
11910,CNE Loop,4.0
11911,Queen and Sherborne,7.0
11912,Dundas West STN,9.0
11913,Long Branch Loop,40.0
11914,Dundas and Parliament,9.0
11915,W/B trailer Track Russell Yard,10.0
11916,W/B Trailer Track Russell Yard,10.0
11917,Upper Gerrard and Coxwell,65.0
11918,Dundas and Sumach,90.0
11919,Dundas and Sackville,14.0
11920,Gerrard and Parliament,1.0
11921,Gerrard and Parliament,1.0
11922,Gerrard and Parliament,1.0
11923,Spadina & Queensquay,4.0
11924,0,16.0
11925,Bathurst and Front,7.0
11926,Quen and Duffrin,107.0
11927,Gerrard and Jones,16.0
11928,Queen and Duffrin,7.0
11929,Bathurst station,5.0
11930,Dundas and Spadina,5.0
11931,Dundas and Gladstone,12.0
11932,Bathurst Station,1.0
11933,Roncesvalles and Queen,9.0
11934,Neville Loop,7.0
11935,Long Branch Loop,10.0
11936,College Crawford,8.0
11937,Queen/Roncesvalles,8.0
11938,Dundas and Sheridan,24.0
11939,Harborfront Tunnel,48.0
11940,Spadina STN,10.0
11941,Broadview STN,9.0
11942,Dundas West Station,20.0
11943,Queen and Woodbine,5.0
11944,Leslie Barns,4.0
11945,Shaw and King,17.0
11946,Roncvesalles and King,5.0
11947,Spadina & Queensquay,4.0
11948,Spadina & Queensquay,4.0
11949,Spadina & Queensquay,4.0
11950,Spadina & Queensquay,4.0
11951,Spadina & Queensquay,4.0
11952,Braodview Station,16.0
11953,Spadina & Queensquay,4.0
11954,EX Loop,4.0
11955,Spadina & Queensquay,4.0
11956,Spadina & Queensquay,4.0
11957,Spdina & Dundas,18.0
11958,Spadina & Queensquay,4.0
11959,Spadina & Bremmner,10.0
11960,Dundas West STN,9.0
11961,Humber Loop,5.0
11962,Parliament south of Dundas,9.0
11963,St Clair west STN,20.0
11964,Spadina & College,22.0
11965,Charlotte Loop,15.0
11966,Dundas Parliament,8.0
11967,Kingston Road Loop,8.0
11968,Spadina Station,5.0
11969,Dundas College,8.0
11970,Bathurst and Dundas,4.0
11971,Neville Loop,0.0
11972,Roncesvalles Dundas,8.0
11973,Spadina Loop,5.0
11974,Spadina Loop,5.0
11975,Spadina Loop,5.0
11976,Spadina Loop,5.0
11977,Spadina Loop,5.0
11978,Spadina Loop,5.0
11979,Spadina Loop,5.0
11980,Dundas/Bloor,58.0
11981,Roncesvalles and Bloor,56.0
11982,Roncesvalles/Grenadier,9.0
11983,Bathurst Station,4.0
11984,Humber Loop,8.0
11985,Spadina Loop,10.0
11986,Spadina Loop,10.0
11987,Humber Loop,52.0
11988,Fleet and Bathurst,5.0
11989,Queen and Parliament,63.0
11990,Queen Parliament,72.0
11991,College and Lansdown,9.0
11992,Dundas west station,5.0
11993,Dundas and Lansdown,9.0
11994,Main station,15.0
11995,Russell Yard,6.0
11996,Queen and Dufferin,10.0
11997,Queen & Greenwood,8.0
11998,Humberloop,8.0
11999,Gerrard and Parliament,9.0
12000,humberloop,7.0
12001,Broadview and Danforth,9.0
12002,Queen and Ossington,7.0
12003,Dundas and Ossington,9.0
12004,CNE Loop,4.0
12005,Broadview/Queen,8.0
12006,Neville park,7.0
12007,Exhibition Loop,4.0
12008,Spadina & Willcocks,1.0
12009,Broadview STN,9.0
12010,LongBranch,10.0
12011,LongBranch,10.0
12012,High Park Loop,16.0
12013,Broadview Station,7.0
12014,Bathurst Station,4.0
12015,Greenwood & Queen,7.0
12016,Dundas and Parliament,9.0
12017,King/Queen,14.0
12018,Bathurst station,4.0
12019,High Park Loop,8.0
12020,King/Roncesvalles,20.0
12021,College and Spadina,5.0
12022,Gerrard and Coxwell,44.0
12023,Queen and York,32.0
12024,Main and Danforth,37.0
12025,Dundas West Station,9.0
12026,Broadview and Wolfrey,10.0
12027,Long Branch Loop,10.0
12028,Dundas Parliament,24.0
12029,Bathurst & King,8.0
12030,College and Ossington,26.0
12031,College and Bathurst,8.0
12032,Sunnyside Loop,10.0
12033,Spadina & Queensquay,7.0
12034,Spadina & Queensquay,4.0
12035,Duffrin and Queen,7.0
12036,Lake Shore and Islington,10.0
12037,Queen and Soho,7.0
12038,CNE Loop,5.0
12039,Bathurst station,5.0
12040,Dundas West Station,13.0
12041,Dundas West Station,7.0
12042,Neville Loop,7.0
12043,Dundas and Church,7.0
12044,Queen and Shaw St.,8.0
12045,Dundas W Station,10.0
12046,King & John,10.0
12047,Ex loop,7.0
12048,Leslie Barns,9.0
12049,St Clair & Keele,5.0
12050,Queenand Leslie,4.0
12051,University and Queen,10.0
12052,Spadina STN,1.0
12053,KING AND DUFFERIN,9.0
12054,Queen and Sorauren,10.0
12055,Sunnyside Loop,10.0
12056,Bathurst and Harbord,7.0
12057,Fleet Loop,8.0
12058,Spadina and King,9.0
12059,Neville Park,10.0
12060,Broadview/Danfort,39.0
12061,Broadview   Dearbourne,38.0
12062,Gerrard Broadview,1.0
12063,Queen/Roncesvalles,8.0
12064,Dundas And Parliament,10.0
12065,Spadina & Queensquay,5.0
12066,Fleet Loop,9.0
12067,College and Parliament,8.0
12068,Queen and Bathurst,10.0
12069,Main STN,9.0
12070,LESLIE AND LAKESHORE,1.0
12071,Broadview & Dundas,9.0
12072,Broadview & Dundas,29.0
12073,Neville Loop,6.0
12074,Neville Loop,6.0
12075,Neville Loop,6.0
12076,Queen and Carlaw,61.0
12077,Dundas Parliament,8.0
12078,Spadina Loop,5.0
12079,College Spadina,1.0
12080,Spadina Loop,5.0
12081,Spadina Loop,5.0
12082,Spadina Loop,5.0
12083,Dundas East  Broadview,1.0
12084,Spadina Loop,5.0
12085,Spadina Loop,5.0
12086,Queens Quay and Reese,1.0
12087,Spadina Loop,5.0
12088,Spadina Loop,5.0
12089,King/Peter,18.0
12090,Dundas and Yonge,9.0
12091,Roncy & Queen,1.0
12092,Queen and Dufferin,15.0
12093,King and Sackville,17.0
12094,King/Shaw to King/Parliament,19.0
12095,Dundas Victoria,8.0
12096,Dundas Sherbourne,18.0
12097,Cne Loop,4.0
12098,Spadina and King,4.0
12099,CNE Loop,4.0
12100,Spadina Loop,10.0
12101,Dundas and Parliament,9.0
12102,Broadview STN,9.0
12103,Queen Ossington,4.0
12104,Queen St E and Connaught,8.0
12105,Humber Loop,6.0
12106,Bathurst st and Lennox St,4.0
12107,Broadview Station,13.0
12108,Neville Loop,6.0
12109,Broadview Stn,9.0
12110,Dundas & Bay,8.0
12111,QueensQuay Smimcoest,9.0
12112,Bathurst Station,4.0
12113,Queen/Greenwood,7.0
12114,Bathurst and King Streeet,4.0
12115,King/Dufferin,21.0
12116,Bathurst and King Street,4.0
12117,Humber Loop,13.0
12118,College and McCaul,9.0
12119,Exibition Loop,8.0
12120,Dundas and Parliament,12.0
12121,Basthurst and Bloor,10.0
12122,SUNNYSIDE LOOP,10.0
12123,SPADINA AND COLLEGE,290.0
12124,Bathurst and Dundas,10.0
12125,Ferry Docks streetcar stop,1.0
12126,Queens Quay Loop,5.0
12127,Greenwood and Queen,34.0
12128,Queen and Greenwood,29.0
12129,Main St Station,16.0
12130,High Park Loop,1.0
12131,Spadina and dundas,4.0
12132,Queens Quay Loop,5.0
12133,Queens Quay Loop,5.0
12134,Queens Quay Loop,5.0
12135,Queens Quay Loop,5.0
12136,Queens Quay Loop,5.0
12137,Queen/Sherbourne,41.0
12138,Queen/Sherbourne,7.0
12139,Dundas and River,10.0
12140,HUMBER LOOP,5.0
12141,Quuensway / Queen,5.0
12142,Dundas and Sherbourne,21.0
12143,Broadview Gerrard,5.0
12144,Gerrard and Broadview,10.0
12145,Dundas Sherbourne,14.0
12146,Bathurst Dundas,6.0
12147,Bathurst & St Clair,9.0
12148,High Park Loop,36.0
12149,Mt Dennis Garage,4.0
12150,Bathurst and Dundas,72.0
12151,Queen and Carlaw,47.0
12152,St.Clair and Old Stock Yards Rd,9.0
12153,CNE,4.0
12154,Humber Loop,9.0
12155,Queen and Woodbine,9.0
12156,Main Station,18.0
12157,Queen and Jarvus,358.0
12158,Dundas and Church,74.0
12159,CHURCH AND DUNDAS,63.0
12160,QUEEN AND CHURCH,10.0
12161,Dundas West Station,15.0
12162,Broadview & Gerrard,10.0
12163,Gerrard and Broadview,31.0
12164,Dundas West Station,15.0
12165,Humber Loop,11.0
12166,St Clair & Oakwood,13.0
12167,King and Sumach,10.0
12168,Distilery Loop,10.0
12169,Exhibition Loop,5.0
12170,Exhibition Loop,5.0
12171,Queen and Shaw,12.0
12172,King and Queen,7.0
12173,Bathurst STN,6.0
12174,Humber Loop,7.0
12175,Queen and Shaw,12.0
12176,Queens Quay and Spadina,23.0
12177,Humber Loop,10.0
12178,St. Clair and Via Itialia,3.0
12179,Queen and Pape,16.0
12180,Dundas and Parliament,10.0
12181,SPADINA STATION,10.0
12182,SPADINA AND QUEENS QUAY,10.0
12183,QUEEN AND WHITE SQUIRREL WAY,58.0
12184,WILSON GARAGE,100.0
12185,Exhibition Loop,5.0
12186,Bathurst Stn.,4.0
12187,Neville Loop,7.0
12188,Bathurst Station,4.0
12189,Bathurst Station,4.0
12190,Broadview  Gerrard,8.0
12191,St clair/Lansdowne,5.0
12192,Longbranch Loop,7.0
12193,Spadina and Fort York,18.0
12194,College and Lansdown,9.0
12195,Queen's Quay and Spadina,23.0
12196,Bathurst and Queen,5.0
12197,SPADINA AND QUEENS QUAY,4.0
12198,Dundas and Sherborne,24.0
12199,Bathurst Stn.,5.0
12200,King & Jarvis,8.0
12201,Dundas Jarvis,8.0
12202,Queen/Parliament,9.0
12203,Broadview/Malbrook,7.0
12204,Ronc at Queen,3.0
12205,Roncy at Queen,6.0
12206,Bathurst Station,4.0
12207,CNE Loop,4.0
12208,King/Peter,18.0
12209,St Clair/Northcliffe,5.0
12210,Humber Loop,7.0
12211,Spadina Loop,10.0
12212,Queen/Spadina,7.0
12213,CNE Loop,8.0
12214,Bathurst Station,5.0
12215,Roncesvalles south of Howard Park,9.0
12216,Roncesvalles Howard Park,5.0
12217,King Bathurst,5.0
12218,King / Spadina,5.0
12219,Queen just east of Degrassi,9.0
12220,Dundas & Parliament,10.0
12221,Roncesvalles And Queen,9.0
12222,Dundas Street East  Sherbourne,17.0
12223,Bathurst Station,4.0
12224,Gerrard Carlaw,1.0
12225,Bathurst Station,4.0
12226,King/Yonge,8.0
12227,Spadina Station,5.0
12228,Main STN,9.0
12229,College and Ontario,9.0
12230,Queen/Carrol,7.0
12231,King/Queen E,7.0
12232,Longbranch,7.0
12233,Lakeshore/13th,7.0
12234,Queens Quay and Spadina,10.0
12235,Queen/Kingston,7.0
12236,Bathurst Station,4.0
12237,CNE Loop,4.0
12238,Bathurst Station,3.0
12239,Bathurst Station,8.0
12240,Neville Park,9.0
12241,Broadview Gerrard,15.0
12242,Dundas and Parliament,6.0
12243,Queen and Bay,7.0
12244,Lansdowne Dundas,8.0
12245,McCaul  Grange Rd,1.0
12246,Dundas West Station,8.0
12247,Fort York and Spadina,4.0
12248,Roncesvalles/Marion,8.0
12249,King/Shaw,9.0
12250,King/Shaw,9.0
12251,Bathurst stn,4.0
12252,Queen/Pape,8.0
12253,"Queensway, west of Roncesvalles",9.0
12254,Spadina Station,9.0
12255,GREENWOOD AND QUEEN,1.0
12256,Exhibition Loop,5.0
12257,Main STN,16.0
12258,Bathurst Stn,4.0
12259,Broadview Stn,9.0
12260,Bathurst Stn,4.0
12261,Parliament and Gerrard,11.0
12262,King and Yonge,7.0
12263,College and Bathurst,16.0
12264,King/Portland,8.0
